"DOC_CASE_NUMBER","SOURCEIDFULL","AGENCY","DOC_DTG","State","bigram","DOC_FORM_TYPE","DOC_OFFICE_LOCATION","COUNTRY","Unique_Cases"
85095,53713,"USSS",2016-04-28,"WV","frank churchill","","","",142
74989,405515,"ATF",2016-04-28,"NE",NA,"","","",NA
16074,80267,"DEA",2016-04-28,"AL",NA,"","","",NA
22939,341194,"USPIS",2016-04-28,"CA",NA,"","","",NA
65091,396175,"ATF",2016-04-28,"ME","emma proposed","","","",1
65091,396175,"ATF",2016-04-28,"ME","eleanor's marriage","","","",1
40981,19610,"IRS",2016-04-28,"CO","ceased fanny","","","",1
40981,19610,"IRS",2016-04-28,"CO","ladies mingled","","","",1
135447,16004,"USPIS",2016-04-28,"ID","lewis xiv","","","",1
32563,185577,"USPIS",2016-04-28,"MA","lingering frost","","","",1
55382,34207,"DOL",2016-04-28,"ID","fanny broke","","","",1
54687,166534,"IRS",2016-04-28,"CO",NA,"","","",NA
53943,319874,"USSS",2016-04-28,"DE","neighbourhood charmouth","","","",1
62700,184434,"USSS",2016-04-28,"IA","_have_ surprised","","","",NA
70056,40213,"ICE",2016-04-28,"SC",NA,"","","",NA
120192,230743,"DEA",2016-04-28,"RI","seldom withheld","","","",2
120192,230743,"DEA",2016-04-28,"RI","nay fanny","","","",2
120192,230743,"DEA",2016-04-28,"RI","entrance door","","","",3
120192,230743,"DEA",2016-04-28,"RI","weston's ball","","","",4
120192,230743,"DEA",2016-04-28,"RI","induced miss","","","",2
120192,230743,"DEA",2016-04-28,"RI","prepared insensibility","","","",2
101458,485612,"IRS",2016-04-28,"KY",NA,"","","",NA
28386,214678,"FBI",2016-04-28,"MI","woman's service","","","",1
28386,214678,"FBI",2016-04-28,"MI","goddard requesting","","","",1
28386,214678,"FBI",2016-04-28,"MI","nature obliged","","","",1
79032,332593,"ATF",2016-04-28,"GA",NA,"","","",NA
45208,421418,"ATF",2016-04-28,"IL","lady russell","","","",132
47730,47800,"DOL",2016-04-28,"MT","shoulder obliged","","","",1
1034,430472,"IRS",2016-04-28,"ND",NA,"","","",NA
148979,74153,"USPIS",2016-04-28,"HI",NA,"","","",NA
94387,317810,"DEA",2016-04-28,"LA","decidedly inferior","","","",1
94387,317810,"DEA",2016-04-28,"LA","captain wentworth","","","",185
67300,245457,"IRS",2016-04-28,"AL",NA,"","","",NA
97359,129893,"USPIS",2016-04-28,"VT",NA,"","","",NA
44107,376811,"USSS",2016-04-28,"KS","harriet smith","","","",28
137118,240936,"DEA",2016-04-28,"ME",NA,"","","",NA
23519,86435,"FBI",2016-04-28,"DE","attendant visions","","","",1
77354,37963,"FBI",2016-04-28,"RI","recovered spirits","","","",1
50306,317709,"DEA",2016-04-28,"NY","stupider person","","","",1
50306,317709,"DEA",2016-04-28,"NY","due reference","","","",1
52762,309422,"ATF",2016-04-28,"AZ",NA,"","","",NA
5981,317172,"ICE",2016-04-28,"NY",NA,"","","",NA
91596,162330,"USPIS",2016-04-28,"NJ",NA,"","","",NA
7766,126722,"DOL",2016-04-28,"MT","possibly suppose","","","",1
104599,294547,"ATF",2016-04-28,"CA",NA,"","","",NA
32067,196346,"ICE",2016-04-28,"VA","day's society","","","",1
92289,105401,"FBI",2016-04-28,"RI",NA,"","","",NA
23220,461761,"USSS",2016-04-28,"GA","arrival added","","","",1
109371,497158,"DEA",2016-04-28,"NJ",NA,"","","",NA
20582,81107,"IRS",2016-04-28,"AL","secret acknowledgment","","","",1
20582,81107,"IRS",2016-04-28,"AL","daughters lady","","","",1
139085,379081,"DEA",2016-04-28,"SD",NA,"","","",NA
66246,314134,"DOL",2016-04-28,"HI","winter engagements","","","",3
79645,473073,"FBI",2016-04-28,"GA","cramp line","","","",1
104132,123009,"DOL",2016-04-28,"ID",NA,"","","",NA
71472,96393,"FBI",2016-04-28,"SC","dr grant","","","",49
71472,96393,"FBI",2016-04-28,"SC","morland remonstrated","","","",1
116959,268059,"USPIS",2016-04-28,"MO","speaking tenderness","","","",1
40258,470087,"IRS",2016-04-28,"ID","colonel brandon","","","",118
40258,470087,"IRS",2016-04-28,"ID","dear affectionate","","","",1
9577,127622,"ATF",2016-04-28,"AR","companion eleanor's","","","",1
3575,94870,"USPIS",2016-04-28,"OK","harriet's footstep","","","",1
134751,173311,"USSS",2016-04-28,"TN",NA,"","","",NA
106574,334637,"FBI",2016-04-28,"NV","post office","","","",8
106574,334637,"FBI",2016-04-28,"NV","maple grove","","","",33
104346,244071,"USPIS",2016-04-28,"MD","widely differing","","","",1
68020,353512,"DEA",2016-04-28,"AK","cried jane","","","",7
68020,353512,"DEA",2016-04-28,"AK","fire upstairs","","","",1
27291,218091,"USPIS",2016-04-28,"SD","poor brandon","","","",2
27291,218091,"USPIS",2016-04-28,"SD","usefulness rationality","","","",1
122528,201114,"ICE",2016-04-28,"ID","directly opposite","","","",3
105957,59706,"USPIS",2016-04-28,"VA","sept 28th","","","",1
105957,59706,"USPIS",2016-04-28,"VA","perfectly unsuspicious","","","",3
69303,4611,"DEA",2016-04-28,"WY","disgrace left","","","",1
69303,4611,"DEA",2016-04-28,"WY","personal beauty","","","",3
69303,4611,"DEA",2016-04-28,"WY","found time","","","",1
69303,4611,"DEA",2016-04-28,"WY","chapter 17","","","",4
104389,94520,"USSS",2016-04-28,"AK",NA,"","","",NA
14720,403017,"ICE",2016-04-28,"KS",NA,"","","",NA
26951,99577,"IRS",2016-04-28,"MT","perry's setting","","","",1
26951,99577,"IRS",2016-04-28,"MT","security stability","","","",1
68434,163722,"ATF",2016-04-28,"PA","material drawback","","","",2
83759,298634,"IRS",2016-04-28,"ID","fourteen minutes","","","",1
83759,298634,"IRS",2016-04-28,"ID","christmas fire","","","",1
32766,204901,"DEA",2016-04-28,"KS",NA,"","","",NA
12972,11449,"ATF",2016-04-28,"VA",NA,"","","",NA
117136,189730,"USSS",2016-04-28,"AR","charles writes","","","",1
144473,224015,"ICE",2016-04-28,"NM","pointer puppy","","","",1
144473,224015,"ICE",2016-04-28,"NM","thinking ill","","","",1
72958,459965,"ICE",2016-04-28,"AL","aunt speak","","","",1
72958,459965,"ICE",2016-04-28,"AL","kellynch hall","","","",30
43220,341630,"DEA",2016-04-28,"WY","increasing ailments","","","",2
43220,341630,"DEA",2016-04-28,"WY","joyful surprises","","","",2
43220,341630,"DEA",2016-04-28,"WY","musgrove told","","","",2
6394,5094,"DOL",2016-04-28,"CT","walk home","","","",6
6394,5094,"DOL",2016-04-28,"CT","robert martin","","","",28
6394,5094,"DOL",2016-04-28,"CT","dear aunt","","","",13
75660,205681,"USSS",2016-04-28,"CT","originally cost","","","",2
75660,205681,"USSS",2016-04-28,"CT","sir thomas","","","",312
75660,205681,"USSS",2016-04-28,"CT","dear aunt","","","",13
96054,355403,"IRS",2016-04-28,"IA","alarming intelligence","","","",1
27089,455282,"ATF",2016-04-28,"AZ",NA,"","","",NA
146541,453378,"FBI",2016-04-28,"MO","dear madam","","","",26
146541,453378,"FBI",2016-04-28,"MO","half minute","","","",3
146541,453378,"FBI",2016-04-28,"MO","guides happily","","","",2
77501,168513,"USSS",2016-04-28,"CA","business alleged","","","",1
56743,445919,"USSS",2016-04-28,"WY","peculiar gratification","","","",1
124681,85247,"DEA",2016-04-28,"CT","civil reception","","","",1
61099,69240,"ICE",2016-04-28,"OH","_sir_ edmund","","","",NA
52865,95655,"DEA",2016-04-28,"IA","restlessly miserable","","","",1
113203,4543,"USPIS",2016-04-28,"LA","sister ill","","","",1
113203,4543,"USPIS",2016-04-28,"LA","agitation miss","","","",1
64079,118961,"DEA",2016-04-28,"KS","time growing","","","",1
58602,484688,"ATF",2016-04-28,"MS","conversation beginning","","","",1
58602,484688,"ATF",2016-04-28,"MS","hard hearted","","","",4
106925,137250,"USSS",2016-04-28,"MO",NA,"","","",NA
87367,310557,"FBI",2016-04-28,"VA","emma restrained","","","",1
78152,386014,"ATF",2016-04-28,"MT",NA,"","","",NA
149543,73449,"ICE",2016-04-28,"SD","wretched condition","","","",1
64722,119533,"DEA",2016-04-28,"OR","crawford proceeded","","","",2
64722,119533,"DEA",2016-04-28,"OR","fashionable world","","","",5
34982,220506,"DOL",2016-04-28,"SC",NA,"","","",NA
90776,343888,"USSS",2016-04-28,"MT","miss elliot","","","",50
83965,262184,"ICE",2016-04-28,"NC","dear isabella","","","",13
106173,300800,"USPIS",2016-04-28,"MA","eltons spending","","","",1
167,258086,"ATF",2016-04-28,"MS",NA,"","","",NA
32039,445425,"FBI",2016-04-28,"SD","alarm supposing","","","",1
32039,445425,"FBI",2016-04-28,"SD","robust amelia","","","",1
32039,445425,"FBI",2016-04-28,"SD","maple grove","","","",33
51255,288303,"USSS",2016-04-28,"WA",NA,"","","",NA
27061,397367,"IRS",2016-04-28,"SC",NA,"","","",NA
133223,201817,"DOL",2016-04-28,"CA","plain lady","","","",1
133223,201817,"DOL",2016-04-28,"CA","playfulness extremely","","","",1
142875,314048,"USSS",2016-04-28,"TN",NA,"","","",NA
139369,23230,"DOL",2016-04-28,"SC","fullest dependence","","","",2
84154,284000,"ICE",2016-04-28,"PA","complexion dissented","","","",1
84154,284000,"ICE",2016-04-28,"PA","giving alarm","","","",1
84154,284000,"ICE",2016-04-28,"PA","reflection brought","","","",1
84154,284000,"ICE",2016-04-28,"PA","acres contained","","","",1
120397,281988,"IRS",2016-04-28,"VA","worth attending","","","",4
39279,181396,"USSS",2016-04-28,"HI","projecting tooth","","","",1
39279,181396,"USSS",2016-04-28,"HI","leave uppercross","","","",1
123055,437504,"DOL",2016-04-28,"PA",NA,"","","",NA
74566,384344,"ATF",2016-04-28,"OH","richard's cravats","","","",2
111871,259812,"ATF",2016-04-28,"IN","refer sir","","","",1
86266,233368,"USSS",2016-04-28,"GA",NA,"","","",NA
53475,114481,"USPIS",2016-04-28,"ID","gained chapter","","","",3
53475,114481,"USPIS",2016-04-28,"ID","ground covered","","","",2
53475,114481,"USPIS",2016-04-28,"ID","particularize mentioned","","","",2
39994,101745,"DEA",2016-04-28,"KS","elinor assured","","","",1
68559,67391,"DEA",2016-04-28,"TN","unconsciously sucking","","","",1
105973,11566,"FBI",2016-04-28,"TN","captain wentworth","","","",185
58357,427360,"DEA",2016-04-28,"DE","lines distinction","","","",1
7992,359430,"IRS",2016-04-28,"DE","scarcely patience","","","",1
135084,405828,"ICE",2016-04-28,"IA",NA,"","","",NA
54691,221716,"IRS",2016-04-28,"AZ","lady middleton's","","","",15
54691,221716,"IRS",2016-04-28,"AZ","walking burst","","","",1
90541,137115,"DEA",2016-04-28,"NM",NA,"","","",NA
38507,246970,"ICE",2016-04-28,"WA","helpless widow","","","",1
58812,287755,"DOL",2016-04-28,"UT","moans hour","","","",1
129325,22556,"DEA",2016-04-28,"WY",NA,"","","",NA
16497,314432,"USPIS",2016-04-28,"GA",NA,"","","",NA
23933,424322,"USSS",2016-04-28,"NH",NA,"","","",NA
103662,378212,"USPIS",2016-04-29,"CO","supposed till","","","",1
103662,378212,"USPIS",2016-04-29,"CO","sense sincerity","","","",1
17843,179946,"FBI",2016-04-29,"AL",NA,"","","",NA
69985,242395,"USSS",2016-04-29,"CO",NA,"","","",NA
124808,159431,"DOL",2016-04-29,"OH",NA,"","","",NA
149047,458475,"IRS",2016-04-29,"MD","elinor's happiness","","","",1
149047,458475,"IRS",2016-04-29,"MD","sister's expense","","","",1
149047,458475,"IRS",2016-04-29,"MD","anxiously watching","","","",1
82476,41189,"IRS",2016-04-29,"IN","recent event","","","",1
131152,301332,"DOL",2016-04-29,"NJ","short letters","","","",3
19724,228578,"USPIS",2016-04-29,"ID",NA,"","","",NA
121683,199899,"DOL",2016-04-29,"VA","days absence","","","",2
121683,199899,"DOL",2016-04-29,"VA","conjecture aye","","","",2
134269,53869,"ATF",2016-04-29,"NH","character cried","","","",1
134269,53869,"ATF",2016-04-29,"NH","improved plan","","","",2
23680,481730,"IRS",2016-04-29,"KS","wrote watching","","","",2
98513,213891,"DOL",2016-04-29,"NV",NA,"","","",NA
41279,222498,"FBI",2016-04-29,"MT","increasing attachment","","","",3
41279,222498,"FBI",2016-04-29,"MT","hating change","","","",1
115641,255805,"ATF",2016-04-29,"UT","remaining ground","","","",1
64716,91369,"FBI",2016-04-29,"ME",NA,"","","",NA
53916,182390,"USPIS",2016-04-29,"KS","unhappy confidence","","","",1
53916,182390,"USPIS",2016-04-29,"KS","cole's carriage","","","",1
70624,84248,"DOL",2016-04-29,"CO",NA,"","","",NA
42285,262750,"IRS",2016-04-29,"MN",NA,"","","",NA
7672,79593,"IRS",2016-04-29,"AK","till september","","","",1
86206,39258,"USSS",2016-04-29,"NC",NA,"","","",NA
89539,407084,"DEA",2016-04-29,"AZ","live eighteen","","","",2
89539,407084,"DEA",2016-04-29,"AZ","green bench","","","",2
76021,439088,"DEA",2016-04-29,"FL","miss crawford","","","",234
76021,439088,"DEA",2016-04-29,"FL","wind rising","","","",1
141924,183650,"ATF",2016-04-29,"NC","thankful delight","","","",1
141924,183650,"ATF",2016-04-29,"NC","cold politeness","","","",1
15899,153898,"ICE",2016-04-29,"KS","dear isabella","","","",13
15899,153898,"ICE",2016-04-29,"KS","half circle","","","",1
15899,153898,"ICE",2016-04-29,"KS","awful intelligence","","","",1
36457,342601,"ATF",2016-04-29,"CA","catherine trembled","","","",2
45283,80796,"USPIS",2016-04-29,"NC",NA,"","","",NA
115308,74107,"USPIS",2016-04-29,"RI","dear father","","","",9
115308,74107,"USPIS",2016-04-29,"RI","contradiction unwelcome","","","",1
115308,74107,"USPIS",2016-04-29,"RI","captain harville's","","","",5
44522,172326,"ICE",2016-04-29,"TN","ill health","","","",10
50870,160035,"IRS",2016-04-29,"OH","fanny's heart","","","",6
50870,160035,"IRS",2016-04-29,"OH","consequence lady","","","",1
39448,237835,"USPIS",2016-04-29,"OH","middleton luckily","","","",1
39448,237835,"USPIS",2016-04-29,"OH","country elizabeth","","","",2
39448,237835,"USPIS",2016-04-29,"OH","eyes instantly","","","",1
135478,263217,"DEA",2016-04-29,"TX","knightley presently","","","",4
91899,293176,"DEA",2016-04-29,"OK",NA,"","","",NA
18122,93640,"IRS",2016-04-29,"HI","future husbands","","","",1
18122,93640,"IRS",2016-04-29,"HI","bring forward","","","",5
100993,177669,"USPIS",2016-04-29,"IN","evening drew","","","",1
100993,177669,"USPIS",2016-04-29,"IN","rupture edward","","","",1
100993,177669,"USPIS",2016-04-29,"IN","dear friend's","","","",2
149105,296539,"DEA",2016-04-29,"RI",NA,"","","",NA
6706,398635,"USSS",2016-04-29,"FL","spent scarcely","","","",1
114398,62497,"DEA",2016-04-29,"ND",NA,"","","",NA
96220,480670,"IRS",2016-04-29,"ID",NA,"","","",NA
129611,182279,"FBI",2016-04-29,"KY","dear friend","","","",9
12884,335950,"USSS",2016-04-29,"MO","blow julia's","","","",1
12884,335950,"USSS",2016-04-29,"MO","squareness uprightness","","","",1
115975,405862,"FBI",2016-04-29,"MA",NA,"","","",NA
128165,303598,"USPIS",2016-04-29,"MO",NA,"","","",NA
90193,238002,"FBI",2016-04-29,"MD","_your_ treatment","","","",NA
15056,51948,"DEA",2016-04-29,"NJ","gentleness marianne","","","",1
15056,51948,"DEA",2016-04-29,"NJ","short time","","","",29
15056,51948,"DEA",2016-04-29,"NJ","louisa musgrove","","","",14
124142,405422,"ICE",2016-04-29,"MA","thoughtfulness returned","","","",1
145699,413573,"ATF",2016-04-29,"LA","disposition lead","","","",1
44108,84494,"ICE",2016-04-29,"NC",NA,"","","",NA
14290,122613,"ATF",2016-04-29,"AK","humanity ruined","","","",1
26984,30493,"ICE",2016-04-29,"LA",NA,"","","",NA
119752,349304,"IRS",2016-04-29,"AK","elinor feel","","","",2
53798,446825,"IRS",2016-04-29,"IA",NA,"","","",NA
128888,38015,"ATF",2016-04-29,"PA","heroine's entree","","","",1
128888,38015,"ATF",2016-04-29,"PA","country air","","","",2
38163,25035,"USSS",2016-04-29,"NV","chuse worse","","","",1
11895,155678,"IRS",2016-04-29,"MA","frank churchill","","","",142
11895,155678,"IRS",2016-04-29,"MA","captain tilney","","","",23
96385,56358,"ICE",2016-04-29,"FL","marianne assented","","","",2
96385,56358,"ICE",2016-04-29,"FL","eldest miss","","","",5
96385,56358,"ICE",2016-04-29,"FL","required fanny","","","",2
96385,56358,"ICE",2016-04-29,"FL","lady russell","","","",132
71961,462133,"USSS",2016-04-29,"RI",NA,"","","",NA
97297,185594,"USPIS",2016-04-29,"LA","completely duped","","","",1
3412,349853,"DEA",2016-04-29,"GA","till yesterday","","","",6
14002,450562,"USPIS",2016-04-29,"WA",NA,"","","",NA
123822,162437,"DEA",2016-04-29,"UT","directly absence","","","",1
123822,162437,"DEA",2016-04-29,"UT","russell's society","","","",1
88138,237719,"ICE",2016-04-29,"CT",NA,"","","",NA
8857,150133,"ICE",2016-04-29,"IN",NA,"","","",NA
102723,48007,"DOL",2016-04-29,"MN","anxious entreaty","","","",2
102723,48007,"DOL",2016-04-29,"MN","irresistible governance","","","",1
20506,49052,"USSS",2016-04-29,"NY","laugh miss","","","",2
110887,275003,"DEA",2016-04-29,"NY",NA,"","","",NA
137327,275683,"DOL",2016-04-29,"KS","invariably connected","","","",1
137327,275683,"DOL",2016-04-29,"KS","house admired","","","",1
70892,98252,"USPIS",2016-04-29,"OH","sir william","","","",44
40612,492747,"DEA",2016-04-29,"OR","replied jane","","","",9
40612,492747,"DEA",2016-04-29,"OR","rows spoke","","","",1
42991,369365,"DEA",2016-04-29,"NE",NA,"","","",NA
69453,427562,"ICE",2016-04-29,"OR",NA,"","","",NA
122989,387167,"USSS",2016-04-29,"IL",NA,"","","",NA
35721,133664,"ICE",2016-04-29,"MS","sir john's","","","",16
35721,133664,"ICE",2016-04-29,"MS","subject regretting","","","",1
52835,478943,"DEA",2016-04-29,"OR",NA,"","","",NA
58610,92968,"FBI",2016-04-29,"AK","deal happier","","","",2
41786,299447,"USSS",2016-04-29,"KY","irresolute characters","","","",1
81920,314744,"ATF",2016-04-29,"WA","till sunday","","","",3
147871,417128,"ICE",2016-04-29,"SD",NA,"","","",NA
144831,308889,"ICE",2016-04-29,"KY",NA,"","","",NA
84477,380356,"DOL",2016-04-29,"FL",NA,"","","",NA
112402,325672,"DOL",2016-04-29,"RI","hated marriage","","","",1
135014,432208,"IRS",2016-04-29,"PA",NA,"","","",NA
18894,365505,"ATF",2016-04-29,"RI","miss price","","","",44
18894,365505,"ATF",2016-04-29,"RI","occasional hints","","","",1
32411,127621,"USSS",2016-04-29,"MS",NA,"","","",NA
77727,307923,"ATF",2016-04-29,"OK",NA,"","","",NA
55723,314423,"FBI",2016-04-29,"WI",NA,"","","",NA
83385,293,"IRS",2016-04-29,"MA","letter reached","","","",3
83385,293,"IRS",2016-04-29,"MA","forty guineas","","","",2
83385,293,"IRS",2016-04-29,"MA","captain wentworth","","","",185
49172,323977,"ICE",2016-04-29,"LA","capital added","","","",1
4997,429091,"USSS",2016-04-29,"MS","chapter 24","","","",5
42753,182971,"IRS",2016-04-29,"DE",NA,"","","",NA
89576,483796,"ICE",2016-04-29,"CA","completely ready","","","",1
37084,176897,"ATF",2016-04-29,"MN",NA,"","","",NA
82139,464469,"ATF",2016-04-29,"NE",NA,"","","",NA
121047,437299,"FBI",2016-04-29,"NC",NA,"","","",NA
22821,22568,"USSS",2016-04-29,"NH",NA,"","","",NA
129248,186157,"FBI",2016-04-29,"CA",NA,"","","",NA
84672,44884,"ATF",2016-04-29,"TN","remarkably elegant","","","",2
82935,239136,"FBI",2016-04-29,"PA",NA,"","","",NA
105475,107457,"IRS",2016-04-29,"VT","powerful feeling","","","",1
105475,107457,"IRS",2016-04-29,"VT","odd sort","","","",1
48198,89166,"USPIS",2016-04-29,"IN","people justified","","","",1
48198,89166,"USPIS",2016-04-29,"IN","directly fell","","","",1
48198,89166,"USPIS",2016-04-29,"IN","miss thorpe","","","",27
32914,398695,"USPIS",2016-04-29,"TN",NA,"","","",NA
5271,265341,"DEA",2016-04-29,"MS","penetration unable","","","",1
62060,435753,"IRS",2016-04-29,"FL","brandon's character","","","",1
62060,435753,"IRS",2016-04-29,"FL","hope solicitude","","","",1
62060,435753,"IRS",2016-04-29,"FL","elton's acknowledging","","","",1
26325,15064,"DOL",2016-04-29,"SD",NA,"","","",NA
16134,41203,"FBI",2016-04-29,"NM",NA,"","","",NA
130216,480031,"IRS",2016-04-29,"VA","elizabeth joined","","","",2
12692,92246,"ICE",2016-04-29,"CA",NA,"","","",NA
138548,417726,"ATF",2016-04-29,"UT","complete outline","","","",1
55064,264041,"FBI",2016-04-29,"ID","reproach prevented","","","",1
11880,104834,"FBI",2016-04-29,"OR","separate table","","","",2
48584,81783,"DOL",2016-04-29,"MS","beautiful eyes","","","",1
81541,58173,"ATF",2016-04-29,"MN",NA,"","","",NA
121579,80874,"DOL",2016-04-29,"IA","churchill writes","","","",1
121579,80874,"DOL",2016-04-29,"IA","visitor arrived","","","",1
67474,91857,"ICE",2016-04-29,"AR",NA,"","","",NA
35574,345208,"ATF",2016-04-29,"WY",NA,"","","",NA
83144,398434,"ICE",2016-04-29,"MO","mutually silent","","","",2
83144,398434,"ICE",2016-04-29,"MO","mansfield park","","","",39
83144,398434,"ICE",2016-04-29,"MO","house bell","","","",2
83144,398434,"ICE",2016-04-29,"MO","cottage chapter","","","",2
100353,185230,"DOL",2016-04-29,"KY","talk louder","","","",2
100353,185230,"DOL",2016-04-29,"KY","beat quick","","","",4
60014,33046,"DOL",2016-04-29,"VT","beautiful walks","","","",1
15211,9705,"USSS",2016-04-29,"ME","town indifference","","","",1
15211,9705,"USSS",2016-04-29,"ME","stepping forward","","","",7
15211,9705,"USSS",2016-04-29,"ME","proper air","","","",2
110309,217007,"ICE",2016-04-29,"OR","miss bingley","","","",81
110309,217007,"ICE",2016-04-29,"OR","wickham's attention","","","",2
110309,217007,"ICE",2016-04-29,"OR","inferior birth","","","",3
110309,217007,"ICE",2016-04-29,"OR","elliot's marriage","","","",2
116927,85845,"ATF",2016-04-29,"FL",NA,"","","",NA
25355,401366,"ATF",2016-04-29,"WA","xl fanny","","","",2
25355,401366,"ATF",2016-04-29,"WA","seldom aimed","","","",2
16907,467842,"USPIS",2016-04-29,"MO",NA,"","","",NA
44287,154570,"ATF",2016-04-29,"KS","dowager viscountess","","","",5
50808,444012,"DEA",2016-04-29,"OK","edmund observing","","","",1
13678,313649,"DEA",2016-04-30,"NJ","picture drawn","","","",1
112337,489635,"USPIS",2016-04-30,"DE","churchill's stay","","","",1
29550,48835,"DEA",2016-04-30,"NJ","elinor pleasure","","","",1
29550,48835,"DEA",2016-04-30,"NJ","miss bennet","","","",65
29550,48835,"DEA",2016-04-30,"NJ","sad story","","","",1
29550,48835,"DEA",2016-04-30,"NJ","needlessly troublesome","","","",1
25216,247817,"IRS",2016-04-30,"IA","studying law","","","",1
25216,247817,"IRS",2016-04-30,"IA","shepherd perceived","","","",1
25213,251349,"USPIS",2016-04-30,"MT","colonel brandon","","","",118
25213,251349,"USPIS",2016-04-30,"MT","decisive sentence","","","",1
2034,235720,"DOL",2016-04-30,"MI",NA,"","","",NA
93068,396844,"DOL",2016-04-30,"ID","abominably ill","","","",2
93068,396844,"DOL",2016-04-30,"ID","hedges gates","","","",1
28798,224009,"USPIS",2016-04-30,"IN","short note","","","",2
26086,189506,"FBI",2016-04-30,"OR",NA,"","","",NA
103391,23234,"ICE",2016-04-30,"MT",NA,"","","",NA
46394,162121,"FBI",2016-04-30,"MI","odd tempered","","","",1
46394,162121,"FBI",2016-04-30,"MI","frank churchill","","","",142
126123,249875,"USPIS",2016-04-30,"NY",NA,"","","",NA
125054,230177,"DEA",2016-04-30,"GA","common hands","","","",1
77798,306127,"DOL",2016-04-30,"LA","painfully extorted","","","",1
77798,306127,"DOL",2016-04-30,"LA","darcy handed","","","",1
17914,179673,"ATF",2016-04-30,"PA","crawford calmly","","","",1
17914,179673,"ATF",2016-04-30,"PA","acquaintance captain","","","",1
121005,386633,"ICE",2016-04-30,"KY",NA,"","","",NA
119572,211676,"USSS",2016-04-30,"OK",NA,"","","",NA
133078,103722,"FBI",2016-04-30,"PA","wedding cake","","","",4
18473,396315,"DOL",2016-04-30,"ME",NA,"","","",NA
117836,339702,"ATF",2016-04-30,"UT","hasty leave","","","",1
117836,339702,"ATF",2016-04-30,"UT","henry tilney","","","",16
8138,161,"DOL",2016-04-30,"CO",NA,"","","",NA
27823,40682,"ICE",2016-04-30,"NM","unequal marriage","","","",1
92898,44520,"USPIS",2016-04-30,"MT","bates keeping","","","",1
92898,44520,"USPIS",2016-04-30,"MT","moderate candid","","","",1
61517,413264,"ICE",2016-04-30,"UT",NA,"","","",NA
38240,353518,"ICE",2016-04-30,"NV","recent alterations","","","",1
110679,452440,"DOL",2016-04-30,"IL","sir refuse","","","",2
110679,452440,"DOL",2016-04-30,"IL","happy breakfast","","","",1
22842,338247,"DEA",2016-04-30,"AR",NA,"","","",NA
18582,76800,"USPIS",2016-04-30,"DE","civilly offering","","","",1
85987,394854,"ATF",2016-04-30,"NJ",NA,"","","",NA
24389,358117,"FBI",2016-04-30,"FL","similar occasion","","","",3
24389,358117,"FBI",2016-04-30,"FL","real elegance","","","",4
24389,358117,"FBI",2016-04-30,"FL","kitty run","","","",2
24389,358117,"FBI",2016-04-30,"FL","robert martin","","","",28
115909,45537,"ATF",2016-04-30,"OK",NA,"","","",NA
52199,243394,"USSS",2016-04-30,"NH","fortunately escaped","","","",1
79682,12774,"ATF",2016-04-30,"DE","warm hearts","","","",1
1096,134130,"ICE",2016-04-30,"AL","anger distress","","","",1
7331,440347,"ICE",2016-04-30,"GA","amiable heart","","","",2
144768,411157,"USPIS",2016-04-30,"WA","colonel fitzwilliam","","","",27
136271,15376,"ICE",2016-04-30,"CO",NA,"","","",NA
82051,225346,"FBI",2016-04-30,"SD",NA,"","","",NA
77859,60079,"FBI",2016-04-30,"TX","matters occurring","","","",1
56823,241982,"ICE",2016-04-30,"KS","occasions poor","","","",2
56326,320689,"FBI",2016-04-30,"AK",NA,"","","",NA
147491,429873,"USPIS",2016-04-30,"KY",NA,"","","",NA
82925,278489,"USPIS",2016-04-30,"AZ","meadow disperse","","","",1
36556,374434,"IRS",2016-04-30,"WI","suspicious tendency","","","",1
51494,437192,"USSS",2016-04-30,"NV",NA,"","","",NA
131412,82880,"ICE",2016-04-30,"WI",NA,"","","",NA
114117,155796,"DOL",2016-04-30,"AR",NA,"","","",NA
20860,491099,"FBI",2016-04-30,"MN","beloved elinor","","","",3
20860,491099,"FBI",2016-04-30,"MN","wickham's resigning","","","",3
20860,491099,"FBI",2016-04-30,"MN","harriet harriet","","","",5
56365,285393,"ATF",2016-04-30,"VA",NA,"","","",NA
93624,71898,"IRS",2016-04-30,"CA","single management","","","",1
93624,71898,"IRS",2016-04-30,"CA","occasionally dropt","","","",1
67519,272158,"DEA",2016-04-30,"TX","comfortably settled","","","",4
67519,272158,"DEA",2016-04-30,"TX","slightest perception","","","",1
20981,410690,"USPIS",2016-04-30,"AR",NA,"","","",NA
146294,241425,"ATF",2016-04-30,"VT",NA,"","","",NA
23629,373405,"IRS",2016-04-30,"WY","marrying privately","","","",1
23629,373405,"IRS",2016-04-30,"WY","crown inn","","","",2
121835,491427,"FBI",2016-04-30,"DE",NA,"","","",NA
62273,206789,"ATF",2016-04-30,"OR","scattered dispersed","","","",1
71119,387983,"ATF",2016-04-30,"LA",NA,"","","",NA
114934,138450,"USPIS",2016-04-30,"AK","_is_ feeling","","","",NA
58522,428264,"FBI",2016-04-30,"AL","sir john","","","",108
131019,106695,"USPIS",2016-04-30,"NM","anne half","","","",1
73608,31313,"FBI",2016-04-30,"VA",NA,"","","",NA
75299,418001,"ICE",2016-04-30,"GA","stone's throw","","","",2
